dataset,video_id,question_id,type,subtype,question,templ_values,answer,multiple choice,Number of answer alternatives
train,54,2048,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""last""]",middle,left/middle/right,3
train,0,31,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",middle,left/middle/right,3
train,124,4917,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",middle,left/middle/right,3
train,123,4879,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",middle,left/middle/right,3
train,120,4768,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",right,left/middle/right,3
train,145,5704,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",right,left/middle/right,3
train,147,5789,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",right,left/middle/right,3
train,98,3807,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""last""]",right,left/middle/right,3
train,26,1065,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",right,left/middle/right,3
train,258,9889,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",right,left/middle/right,3
train,293,11248,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",right,left/middle/right,3
train,100,3907,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""last""]",right,left/middle/right,3
train,173,6702,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",right,left/middle/right,3
train,24,965,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",right,left/middle/right,3
train,125,4959,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",right,left/middle/right,3
train,146,5748,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",right,left/middle/right,3
train,228,8637,Audio-Visual,Temporal,Where is the <FL> sounding instrument?,"[""first""]",right,left/middle/right,3
train,105,4140,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",left,left/middle/right,3
train,172,6643,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",left,left/middle/right,3
train,16,640,Audio-Visual,Location,Where is the <LL> instrument?,"[""lowest""]",left,left/middle/right,3
train,267,10212,Audio-Visual,Location,Where is the <LL> instrument?,"[""lowest""]",left,left/middle/right,3
train,104,4086,Audio-Visual,Location,Where is the <LL> instrument?,"[""lowest""]",left,left/middle/right,3
train,101,3947,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",left,left/middle/right,3
train,116,4586,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",left,left/middle/right,3
train,22,869,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",left,left/middle/right,3
train,99,3847,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",left,left/middle/right,3
train,92,3536,Audio-Visual,Location,Where is the <LL> instrument?,"[""lowest""]",left,left/middle/right,3
train,129,5101,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",left,left/middle/right,3
train,149,5861,Audio-Visual,Location,Where is the <LL> instrument?,"[""lowest""]",left,left/middle/right,3
train,165,6466,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",left,left/middle/right,3
train,88,3358,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",left,left/middle/right,3
train,118,4677,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",left,left/middle/right,3
train,6,262,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",middle,left/middle/right,3
train,152,5979,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",middle,left/middle/right,3
train,127,5034,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",middle,left/middle/right,3
train,4,181,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",middle,left/middle/right,3
train,117,4629,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",middle,left/middle/right,3
train,3,140,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",middle,left/middle/right,3
train,5,220,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",middle,left/middle/right,3
train,79,2978,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",middle,left/middle/right,3
train,0,24,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",middle,left/middle/right,3
train,17,688,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",middle,left/middle/right,3
train,171,6598,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",right,left/middle/right,3
train,148,5820,Audio-Visual,Location,Where is the <LL> instrument?,"[""lowest""]",right,left/middle/right,3
train,98,3798,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",right,left/middle/right,3
train,258,9880,Audio-Visual,Location,Where is the <LL> instrument?,"[""lowest""]",right,left/middle/right,3
train,103,4039,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",right,left/middle/right,3
train,145,5695,Audio-Visual,Location,Where is the <LL> instrument?,"[""lowest""]",right,left/middle/right,3
train,106,4188,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",right,left/middle/right,3
train,25,1006,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",right,left/middle/right,3
train,120,4761,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",right,left/middle/right,3
train,26,1055,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",right,left/middle/right,3
train,146,5738,Audio-Visual,Location,Where is the <LL> instrument?,"[""lowest""]",right,left/middle/right,3
train,173,6695,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",right,left/middle/right,3
train,147,5781,Audio-Visual,Location,Where is the <LL> instrument?,"[""lowest""]",right,left/middle/right,3
train,100,3899,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",right,left/middle/right,3
train,24,957,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",right,left/middle/right,3
train,125,4952,Audio-Visual,Location,Where is the <LL> instrument?,"[""loudest""]",right,left/middle/right,3
train,149,5864,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",left,left/middle/right,3
train,80,3024,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,84,3189,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,97,3756,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,23,913,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,289,11063,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",left,left/middle/right,3
train,171,6599,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,170,6552,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",left,left/middle/right,3
train,258,9883,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",left,left/middle/right,3
train,16,642,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",left,left/middle/right,3
train,34,1353,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,39,1507,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,26,1058,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,113,4451,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,17,691,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,118,4678,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,22,871,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,33,1310,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,99,3849,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,125,4954,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,107,4235,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,81,3066,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,25,1008,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,123,4874,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",left,left/middle/right,3
train,257,9832,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",left,left/middle/right,3
train,96,3708,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",middle,left/middle/right,3
train,116,4587,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",middle,left/middle/right,3
train,185,7180,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",middle,left/middle/right,3
train,101,3949,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",middle,left/middle/right,3
train,127,5035,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",middle,left/middle/right,3
train,79,2981,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",middle,left/middle/right,3
train,98,3801,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",middle,left/middle/right,3
train,100,3902,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",right,left/middle/right,3
train,105,4142,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",right,left/middle/right,3
train,145,5697,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",right,left/middle/right,3
train,194,7552,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",right,left/middle/right,3
train,146,5740,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",right,left/middle/right,3
train,267,10215,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",right,left/middle/right,3
train,104,4089,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",right,left/middle/right,3
train,129,5104,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",right,left/middle/right,3
train,159,6240,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",right,left/middle/right,3
train,119,4716,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",right,left/middle/right,3
train,228,8630,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",right,left/middle/right,3
train,161,6329,Audio-Visual,Location,Where is the <LL> instrument? ,"[""lowest""]",right,left/middle/right,3
train,147,5783,Audio-Visual,Location,Where is the <LL> instrument? ,"[""loudest""]",right,left/middle/right,3
train,73,2747,Visual,Location,Where is the audience in relation to the performance setup?,[],balcony,balcony/front/sides/surrounding,4
train,285,10898,Visual,Location,Where is the audience in relation to the performance setup?,[],balcony,balcony/front/sides/surrounding,4
train,70,2636,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,104,4092,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,65,2464,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,251,9556,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,199,7742,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,298,11426,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,188,7294,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,274,10479,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,279,10658,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,83,3150,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,68,2563,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,187,7258,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,125,4955,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,250,9510,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,183,7106,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,67,2528,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,249,9463,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,230,8726,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,307,11768,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,255,9740,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,195,7597,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,50,1905,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,81,3068,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,84,3192,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,288,11020,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,143,5607,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,305,11687,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,100,3905,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,289,11066,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,240,9078,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,69,2601,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,114,4499,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,85,3234,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,172,6648,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,80,3026,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,239,9044,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,96,3711,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,276,10553,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,64,2427,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,203,7873,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,253,9648,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,197,7673,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,228,8633,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,90,3449,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,174,6742,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,191,7420,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,7,319,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,29,1168,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,196,7635,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,293,11244,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,78,2935,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,82,3110,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,97,3759,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,46,1724,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,121,4807,Visual,Location,Where is the audience in relation to the performance setup?,[],front,balcony/front/sides/surrounding,4
train,159,6243,Visual,Location,Where is the audience in relation to the performance setup?,[],sides,balcony/front/sides/surrounding,4
train,212,8195,Visual,Location,Where is the audience in relation to the performance setup?,[],sides,balcony/front/sides/surrounding,4
train,242,9152,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,150,5903,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,152,5983,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,163,6400,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,211,8160,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,57,2166,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,162,6369,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,153,6020,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,193,7513,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,63,2389,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,267,10218,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,49,1855,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,200,7776,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,282,10769,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,155,6091,Visual,Location,Where is the audience in relation to the performance setup?,[],surrounding,balcony/front/sides/surrounding,4
train,175,6774,Audio-Visual,Location,Where is the music coming from in this performance?,[],left,left/middle/right,3
train,244,9232,Audio-Visual,Location,Where is the music coming from in this performance?,[],left,left/middle/right,3
train,1,63,Audio-Visual,Location,Where is the music coming from in this performance?,[],left,left/middle/right,3
train,12,506,Audio-Visual,Location,Where is the music coming from in this performance?,[],left,left/middle/right,3
train,172,6634,Audio-Visual,Location,Where is the music coming from in this performance?,[],left,left/middle/right,3
train,165,6456,Audio-Visual,Location,Where is the music coming from in this performance?,[],left,left/middle/right,3
train,237,8956,Audio-Visual,Location,Where is the music coming from in this performance?,[],left,left/middle/right,3
train,262,10069,Audio-Visual,Location,Where is the music coming from in this performance?,[],left,left/middle/right,3
train,225,8526,Audio-Visual,Location,Where is the music coming from in this performance?,[],left,left/middle/right,3
train,117,4620,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,130,5141,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,14,568,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,129,5091,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,126,4989,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,148,5809,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,79,2969,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,35,1389,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,20,793,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,18,724,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,15,598,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,13,540,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,150,5895,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,0,16,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,144,5637,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,147,5772,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,238,8995,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,127,5026,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,28,1123,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,143,5600,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,8,357,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,36,1415,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,22,860,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,227,8565,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,24,948,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,242,9144,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,10,439,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,17,677,Audio-Visual,Location,Where is the music coming from in this performance?,[],middle,left/middle/right,3
train,90,3438,Audio-Visual,Location,Where is the music coming from in this performance?,[],right,left/middle/right,3
train,266,10173,Audio-Visual,Location,Where is the music coming from in this performance?,[],right,left/middle/right,3
train,173,6685,Audio-Visual,Location,Where is the music coming from in this performance?,[],right,left/middle/right,3
train,194,7542,Audio-Visual,Location,Where is the music coming from in this performance?,[],right,left/middle/right,3
train,257,9830,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,125,4950,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,283,10814,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,251,9553,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,229,8677,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,182,7067,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,305,11683,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,59,2238,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,159,6236,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,145,5692,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,10,445,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,33,1305,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,289,11061,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,99,3844,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,177,6863,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,248,9417,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,41,1566,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,237,8964,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,126,4996,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,233,8828,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,69,2595,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,136,5362,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,307,11764,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,308,11802,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,2,100,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,267,10209,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,50,1901,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,223,8453,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,133,5252,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,37,1448,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,256,9784,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,192,7465,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,127,5033,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,119,4711,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,230,8722,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,103,4036,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,210,8120,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,269,10297,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,114,4492,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,123,4869,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,98,3796,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,32,1276,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,140,5502,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,102,3993,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,60,2272,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,76,2863,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,70,2632,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,75,2824,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,121,4802,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,36,1420,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,184,7140,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,222,8410,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,148,5817,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,34,1348,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,78,2929,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,106,4185,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,72,2706,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,51,1940,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,84,3185,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,189,7331,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,200,7774,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,160,6288,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,171,6595,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,204,7903,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,285,10889,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,254,9695,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,170,6548,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,287,10982,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,306,11727,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,82,3104,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,146,5735,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,154,6055,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
